40917	101	3	11.12
621	107	40	10.86
719	895	13	81.1
114	694	26	6.87
2666	111	11	7.93
118	1600	17	16.74
180	6143	3	10
18848	681	7	96.05
144	5471	4	8.48
1080	101	50	9.95
5904	44749	3	55.17
176	4592	5	17.61
1618	262	5	14.74
1743	4489	6	58.57
4683	133	7	16.36
1943	221	9	34.5
1944	360	5	20.59
6220	317	4	24.85
180	5414	3	9.1
8139	144	3	7.6
25700	118	3	12.8
3603	243	3	10.06
10413	2433	6	76.86
229	24150	6	64.84
5008	203	4	15.46
18370	117	3	9.03
442	2053	5	24.3
407	919	4	10.43
3507	119	24	79.72
178	7763	3	11.45
6985	6391	3	37.44
149	7024	5	17.35
111	24322	4	18.52
27579	103	5	19.5
817	228	8	17.22
6277	168	5	19.56
177	2451	6	15.05
14173	120	4	12.18
2634	44357	3	49.41
1678	104	23	6.64
2694	102	26	14.03
657	106	69	70.4
120	1503	13	7.22
619	199	15	32.53
115	267	64	7.59
4903	108	8	7.52
210	247	28	40.22
1644	201	5	9.87
8818	117	7	20.79
103	41694	3	11.7
123	8445	7	22.17
447	1700	15	99.87
102	25378	4	9.98
417	118	70	72.5
14090	121	4	12.62
380	784	4	8.84
6612	1458	3	26.5
1287	5186	3	23.98
153	11765	3	12.46
617	975	3	9.21
5917	112	10	21.66
173	334	41	83.18
172	472	45	133.62
29043	119	4	25.94
137	420	62	121.98
645	101	92	29.7
8734	1760	19	299.47
11256	158	14	124.41
26548	106	3	9.68
268	207	21	24.13
6335	118	6	11.04
12181	2265	3	34.34
294	952	5	11.15
266	964	6	14.29
107	3885	9	6.76
198	2358	10	39.42
10929	291	15	173.79
1945	927	3	15.69
924	188	8	12.35
1375	1216	13	102.72
118	23789	3	11.3
3930	101	16	7.38
958	4130	13	131.08
1531	498	3	10.47
1532	124	15	14.74
1020	315	6	17.36
1083	619	12	71.3
28297	104	3	7.43
39012	115	3	18.68
1671	349	4	13.29
6465	140	4	9.88
3233	216	3	8.09
681	1515	7	40.15
1703	1885	6	46.07
113	1648	32	54.98
18645	151	3	15.26
111	1246	20	9.37
147	17031	4	22.32
1223	115	19	11.31
108	2886	13	10.26
809	881	3	10.36
110	2624	26	63.16
203	2843	9	37.9
807	112	39	33.14
24276	13	4	36.6
284	15213	3	22.32
169	2817	6	14.81
351	5042	3	15.61
6570	119	7	15.58
120	5137	6	8.44
601	164	12	10.69
25250	105	3	9.58
22052	110	4	16.01
3950	106	10	9.06
473	1819	3	11.19
1490	333	6	22.6
983	1260	3	13.08
1516	45965	3	45.91
5100	153	4	10.29
2286	239	5	16.49
368	27915	3	30.13
102	12664	6	7.42
334	1507	3	7.47
849	195	7	9.56
2794	179	13	57.63
101	12524	6	7.64
145	2923	6	10.16
2859	113	12	13.2
24380	160	3	20.32
5226	381	3	16.37
503	8025	6	52.92
2352	293	3	8.83
115	1379	23	23.7
304	2672	5	21.78
16352	138	4	19.55
3209	168	21	112.05
911	42162	3	42.9
175	1697	8	18.06
181	955	8	11.8
2192	166	7	15.2
18203	1775	3	36.29
34775	103	3	7.51
149	3763	12	45.76
237	470	31	116.68
148	3359	5	8.99
13815	36863	3	62.19
15808	756	3	30.34
2891	1673	4	31.11
176	3775	5	15.39
303	380	7	8.82
636	13707	3	27.78
302	1040	10	37.46
9124	139	4	13.36
115	1740	16	13.71
144	912	20	32.02
201	16605	9	91.8
113	16617	4	12.12
179	860	8	10.97
7593	596	6	54.34
40333	22729	3	66.76
11017	170	7	43.96
2640	786	3	16.59
304	6993	26	306.22
1558	220	9	30.53
8237	105	6	9.07
4048	176	3	6.82
118	6755	9	25.2
1973	151	9	17.48
35485	107	3	16.25
12720	29966	4	82.53
9561	405	17	213.13
648	726	3	7.92
2152	160	29	141.8
5885	308	7	49.21
107	549	81	82.29
9784	149	3	9.88
265	1171	5	12.09
5723	21	32	179.36
169	2601	10	32.71
836	488	3	7.22
1860	102	40	22.53
386	411	11	30.18
117	24218	3	12.64
170	7995	4	16.37
3509	237	4	15.21
1051	1162	4	19.53
126	11113	3	7.22
9012	120	4	7.67
102	28175	4	9.98
6100	3343	3	31.56
1504	117	14	8.1
3541	114	12	18.17
2621	134	8	11.66
479	119	40	21.73
140	1563	9	10.16
1157	1099	5	26.91
107	1937	24	25.39
21	225	271	354.09
110	3255	13	17.49
